Queue ID,Project Name,Interconnecting Entity,County,State,Interconnection Location,Transmission Owner,Generation Type,Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Queue Date,Status,Proposed Completion Date,Withdrawn Date,Withdrawal Comment,Actual Completion Date,Type-1,Type-2,Type-3,Fuel-1,Fuel-2,Fuel-3,MW-1,MW-2,MW-3,Interconnection Request Receive Date,Interconnection Agreement Status,Study Process,Proposed On-line Date (as filed with IR),System Impact Study or Phase I Cluster Study,Facilities Study (FAS) or Phase II Cluster Study,Optional Study (OS),"Full Capacity, Partial or Energy Only (FC/P/EO)",Off-Peak Deliverability and Economic Only,Feasibility Study or Supplemental Review
643K,WRE - MENDOTA,,FRESNO,CA,Mendota-San Joaquin-Helm 70 kV,PGAE,Photovoltaic,289.0,,,2010-07-31 07:00:00,WITHDRAWN,2017-04-01 07:00:00,2011-09-13 07:00:00,,,Photovoltaic,,,Solar,,,289.0,,,2010-07-30 00:00:00,,C03,2017-04-01 07:00:00,,,,Full Capacity,,
643L,WRE - PANOCHE,,FRESNO,CA,Panoche-Schindler #1 & #2 115 kV,PGAE,Photovoltaic + Combustion Turbine,289.0,,,2010-07-31 07:00:00,WITHDRAWN,2017-04-01 07:00:00,2011-09-13 07:00:00,,,Photovoltaic,Combustion Turbine,,Solar,Natural Gas,,240.0,49.0,,2010-07-30 00:00:00,,C03,2017-04-01 07:00:00,,,,Full Capacity,,
643M,WRE - SCHINDLER,,FRESNO,CA,Panoche-Schindler #1 & #2 115 kV,PGAE,Photovoltaic + Combustion Turbine,289.0,,,2010-07-31 07:00:00,WITHDRAWN,2017-04-01 07:00:00,2011-09-13 07:00:00,,,Photovoltaic,Combustion Turbine,,Solar,Natural Gas,,240.0,49.0,,2010-07-30 00:00:00,,C03,2017-04-01 07:00:00,,,,Full Capacity,,
643N,WRE - STROUD,,FRESNO,CA,Helm-Stroud Sw Sta 70 kV,PGAE,Photovoltaic + Combustion Turbine,169.0,,,2010-07-31 07:00:00,WITHDRAWN,2017-04-01 07:00:00,2011-09-13 07:00:00,,,Photovoltaic,Combustion Turbine,,Solar,Natural Gas,,120.0,49.0,,2010-07-30 00:00:00,,C03,2017-04-01 07:00:00,,,,Full Capacity,,
643O,YOLO SOLAR PV I,,YOLO,CA,Brighton-Davis 115 kV,PGAE,Photovoltaic,20.0,,,2010-07-31 07:00:00,WITHDRAWN,2015-05-01 07:00:00,2013-05-03 07:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-07-30 00:00:00,,C03,2014-03-01 08:00:00,Complete,Complete,,Energy Only,,
643P,RRG SOLAR,,KERN/LOS ANGELES,CA,Whirlwind Sub 500 kV Bus,SCE,Photovoltaic,480.0,,,2010-07-31 07:00:00,WITHDRAWN,2014-10-30 07:00:00,2010-11-16 08:00:00,,,Photovoltaic,,,Solar,,,480.0,,,2010-11-20 00:00:00,,C03,2014-10-30 07:00:00,,,,Full Capacity,,
643Q,VOYAGER SOLAR ENERGY,,KERN,CA,Windhub Sub 220 kV Bus,SCE,Photovoltaic,80.0,,,2010-07-31 07:00:00,WITHDRAWN,2014-11-01 07:00:00,2010-11-23 08:00:00,,,Photovoltaic,,,Solar,,,80.0,,,2010-11-20 00:00:00,,C03,2014-11-01 07:00:00,,,,Full Capacity,,
643S,WRE - VESTAL (49/480MW),,FRESNO,CA,Vestal Sub 230 kV Bus,SCE,Photovoltaic,320.0,,,2010-07-31 07:00:00,WITHDRAWN,2013-06-01 07:00:00,2011-09-09 07:00:00,,,Photovoltaic,,,Solar,,,320.0,,,2010-07-30 00:00:00,,C03,2013-06-01 07:00:00,Complete,,,Full Capacity,,
643U,RE AUSTIN,,IMPERIAL,CA,Imperial Valley Sub 230 kV Bus,SDGE,Photovoltaic,500.0,,,2010-07-31 07:00:00,WITHDRAWN,2014-01-30 08:00:00,2011-09-09 07:00:00,,,Photovoltaic,,,Solar,,,500.0,,,2010-07-31 00:00:00,,C03,2014-01-30 08:00:00,,,,Full Capacity,,
643V,SILVER LEAF SOLAR,,IMPERIAL,CA,Imperial Valley Sub 230 kV Bus,SDGE,Photovoltaic,250.0,,,2010-07-31 07:00:00,WITHDRAWN,2013-09-30 07:00:00,2011-09-09 07:00:00,,,Photovoltaic,,,Solar,,,250.0,,,2010-07-30 00:00:00,,C03,2013-09-30 07:00:00,,,,Full Capacity,,
643Y,SOLCEN SOLAR PROJECT,,KINGS,CA,Henrietta-Leprino Food 115 kV ,PGAE,Photovoltaic,80.0,,,2010-07-31 07:00:00,WITHDRAWN,2013-07-01 07:00:00,2011-09-14 07:00:00,,,Photovoltaic,,,Solar,,,80.0,,,2010-07-30 00:00:00,,C03,2013-07-01 07:00:00,,,,Full Capacity,,
643Z,ALTA 14,,KERN,CA,Whirlwind - Windhub 500 kV ,SCE,Photovoltaic,150.0,,,2010-07-31 07:00:00,WITHDRAWN,2014-07-01 07:00:00,2011-07-29 07:00:00,,,Photovoltaic,,,Solar,,,150.0,,,2010-07-31 00:00:00,,C03,2013-11-01 07:00:00,,,,Full Capacity,,
645,MONTEREY SOLAR FARM (FKA BFO PV -09),,MONTEREY,CA,Jolon 60 kV sub,PGAE,Photovoltaic,20.0,,,2010-08-19 07:00:00,WITHDRAWN,2012-02-01 08:00:00,2012-02-17 08:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-08-19 00:00:00,,SGIP-TC,2012-02-01 08:00:00,,,,Full Capacity,,
645A,SIRIUS SOLAR,,KERN,CA,Weedpatch-Wheeler Ridge 70kV,PGAE,Photovoltaic,20.0,,,2010-08-23 07:00:00,WITHDRAWN,2017-08-23 07:00:00,2016-07-07 07:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-08-23 00:00:00,,SGIP-TC,2012-12-01 08:00:00,Complete,Complete,,Full Capacity,,
646,BRJ,,FRESNO,CA,Chaney #1 115kV Tap,PGAE,Photovoltaic,8.0,,,2010-08-25 07:00:00,WITHDRAWN,2013-03-01 08:00:00,2012-07-11 17:49:42,,,Photovoltaic,,,Solar,,,8.0,,,2010-08-25 00:00:00,,SGIP-TC,2013-03-01 08:00:00,Complete,Complete,,Full Capacity,,
647,ENRICO MATSON 2,,FRESNO,CA,Panoche - Oro Loma 115 KV,PGAE,Photovoltaic,20.0,,,2010-08-25 07:00:00,WITHDRAWN,2012-04-30 07:00:00,2012-07-09 07:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-08-25 00:00:00,,SGIP-TC,2012-04-01 07:00:00,Complete,Complete,,Full Capacity,,
648,ORO LOMA 4 ( FKA ENRICO MATSON 4),,FRESNO,CA,Panoche-Oro Loma 115kV Tap,PGAE,Photovoltaic,20.0,,,2010-08-25 07:00:00,WITHDRAWN,2018-12-31 08:00:00,2016-11-21 08:00:00,IC Request,,Photovoltaic,,,Solar,,,20.0,,,2010-08-25 00:00:00,Executed,SGIP-TC,2012-04-30 07:00:00,Complete,Complete,,Full Capacity,,
649,DES,,FRESNO,CA,Helm 70kV,PGAE,Photovoltaic,11.75,,,2010-08-25 07:00:00,WITHDRAWN,2013-12-01 08:00:00,2012-07-09 07:00:00,,,Photovoltaic,,,Solar,,,11.75,,,2010-08-25 00:00:00,,SGIP-TC,2013-12-01 08:00:00,Complete,Complete,,Full Capacity,,
649A,PEABODY JAC,,SOLANO,CA,Dixon-Vaca #2 60kV,PGAE,Photovoltaic,14.0,,,2010-10-25 07:00:00,WITHDRAWN,2013-03-01 08:00:00,2012-07-09 07:00:00,,,Photovoltaic,,,Solar,,,14.0,,,2010-09-15 00:00:00,,SGIP-TC,2013-03-01 08:00:00,Complete,Complete,,Energy Only,,
650,GRAHAM - WESTLANDS PROJECT,,FRESNO,CA,Westlands 138 kV Tap,PGAE,Photovoltaic,20.0,,,2010-09-07 07:00:00,WITHDRAWN,2011-12-25 08:00:00,2011-01-20 08:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-09-07 00:00:00,,SGIP-TC,2011-12-25 08:00:00,,,,Energy Only,,
650A,SIERRA SOLAR GREENWORKS,,LOS ANGELES,CA,Lancaster-Purify-Redman 66 kV,SCE,Photovoltaic,20.0,,,2010-09-08 07:00:00,WITHDRAWN,2013-12-31 08:00:00,2012-04-05 14:50:07,,,Photovoltaic,,,Solar,,,20.0,,,2010-09-08 00:00:00,,SGIP-TC,2013-12-31 08:00:00,Complete,,,Full Capacity,,
650AC,ORION,,KINGS,CA,Henrietta-Tulare Lake 70kV line,PGAE,Photovoltaic,20.0,,,2010-09-08 07:00:00,WITHDRAWN,2014-12-31 08:00:00,2013-05-06 07:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-09-08 00:00:00,,SGIP-TC,2012-12-31 08:00:00,Complete,Complete,,Energy Only,,
650B,GYPSUM,,RIVERSIDE,CA,Line to be constructed 1 mile south & tie into SCE 69kV,SCE,Photovoltaic,20.0,,,2010-09-13 07:00:00,WITHDRAWN,2012-02-28 08:00:00,2010-11-17 08:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-11-20 00:00:00,,SGIP,2012-02-28 08:00:00,,,,Energy Only,,
651,INDECK YUBA ENERGY CENTER,,YUBA,CA,Nicolaus-Marysville 60kV,PGAE,Photovoltaic,15.0,,,2010-09-16 07:00:00,WITHDRAWN,2012-08-01 07:00:00,2012-07-17 07:00:00,,,Photovoltaic,,,Solar,,,15.0,,,2010-09-16 00:00:00,,SGIP-TC,2012-06-01 07:00:00,Complete,Complete,,Energy Only,,
652,SOLARPACK PROMO III,,FRESNO,CA,Woodward-Sanger 115kV,PGAE,Photovoltaic,20.0,,,2010-09-23 07:00:00,WITHDRAWN,2013-06-15 07:00:00,2012-02-27 08:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-09-23 00:00:00,,SGIP-TC,2013-06-15 07:00:00,,,,Full Capacity,,
653,SOUTH DOME SOLAR,,KINGS,CA,Arco  70 kV,PGAE,Photovoltaic,20.0,,,2010-09-29 07:00:00,WITHDRAWN,2013-01-15 08:00:00,2012-08-10 07:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-09-29 00:00:00,,SGIP-TC,2013-01-15 08:00:00,Complete,Complete,,Energy Only,,
653A,LAS LOMAS SOLAR,,KERN,CA,Arco Sub 70 kV Bus,PGAE,Photovoltaic,20.0,,,2010-09-29 07:00:00,WITHDRAWN,2013-01-15 08:00:00,2012-08-10 07:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-09-29 00:00:00,,SGIP-TC,2013-01-15 08:00:00,Complete,Complete,,Energy Only,,
653BA,RE TEHACHAPI SOLAR 2,,KERN,CA,Kern River-Cummings 66kV,SCE,Photovoltaic,20.0,,,2010-09-29 07:00:00,WITHDRAWN,2012-12-31 08:00:00,2012-05-01 07:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-09-29 00:00:00,,SGIP-TC,2012-12-31 08:00:00,,,,Energy Only,,
653C,BFO PV-18,,SANTA BARBARA,CA,Taft-Cuyama#1 70kV,PGAE,Photovoltaic,20.0,,,2010-09-30 07:00:00,WITHDRAWN,2012-07-01 07:00:00,2011-01-28 17:22:28,,,Photovoltaic,,,Solar,,,20.0,,,2011-01-25 00:00:00,,SGIP,2012-07-01 07:00:00,,,,Energy Only,,
653D,ANNEDALE SOLAR PROJECT,,FRESNO,CA,Panoche-Mendota 115kV,PGAE,Photovoltaic,20.0,,,2010-09-30 07:00:00,WITHDRAWN,2012-06-01 07:00:00,2012-07-09 07:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-09-30 00:00:00,,SGIP-TC,2012-01-01 08:00:00,Complete,Complete,,Energy Only,,
653E,ROSE SOLAR PROJECT,,FRESNO,CA,Helm Sub 70 kV Bus,PGAE,Photovoltaic,20.0,,,2010-09-30 07:00:00,WITHDRAWN,2014-02-10 08:00:00,2013-07-29 07:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-09-30 00:00:00,,SGIP-TC,2012-01-03 08:00:00,Complete,Complete,,Energy Only,,
653EB,SUNGEN I 20MW SOLAR PV PLANT,,KERN,CA,Midway 230 KV bus via Midway-La Paloma 230kV #1,PGAE,Photovoltaic,20.0,,,2010-09-30 07:00:00,WITHDRAWN,2013-05-01 07:00:00,2012-03-06 08:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-09-30 00:00:00,,SGIP-TC,2013-05-01 07:00:00,,Complete,,Full Capacity,,
653EC,ORION KERN COUNTY SOLAR I,,KINGS/KERN,CA,Arco Sub 70 kV Bus,PGAE,Photovoltaic,20.0,,,2010-09-30 07:00:00,WITHDRAWN,2012-07-01 07:00:00,2011-03-08 08:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2011-03-08 00:00:00,,SGIP-TC,2012-07-01 07:00:00,,,,Energy Only,,
653ED,LANEAST SOLAR FARM (FKA EASTLAND SOLAR FARM),,SAN DIEGO,CA,Boulevard East Substation 69 kV,SDGE,Photovoltaic,20.0,,,2010-09-30 07:00:00,WITHDRAWN,2016-05-31 07:00:00,2015-02-13 08:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-09-30 00:00:00,,SGIP-TC,2013-10-31 07:00:00,Complete,Complete,,Full Capacity,,
653EF,SAND CANYON CREEK,,KERN,CA,Cal Cement-Monolith-Windland 66 kV,SCE,Photovoltaic,20.0,,,2010-10-05 07:00:00,WITHDRAWN,2011-06-30 07:00:00,2012-03-03 00:01:38,,,Photovoltaic,,,Solar,,,20.0,,,2010-10-05 00:00:00,,SGIP-TC,2011-06-30 07:00:00,,,,Energy Only,,
653F,APPARENT FIRST HYBRID,,YOLO,CA,Woodland-Davis 115 kV Line,PGAE,Photovoltaic + Storage,12.0,,,2010-10-13 07:00:00,WITHDRAWN,2022-05-30 07:00:00,2025-04-02 07:00:00,FERC Order,,Photovoltaic,Storage,,Solar,Battery,,12.0,12.1,,2010-10-07 00:00:00,Executed,SGIP-TC,2012-05-01 07:00:00,Complete,Complete,,Energy Only,Off-Peak Energy Only,
653FA,PIUTE #2,,LOS ANGELES,CA,Lancaster-Little Rock-Piute 66kV,SCE,Photovoltaic,20.0,,,2010-10-13 07:00:00,WITHDRAWN,2013-12-31 08:00:00,2012-01-24 00:28:27,,,Photovoltaic,,,Solar,,,20.0,,,2010-10-13 00:00:00,,SGIP-TC,2013-12-31 08:00:00,,,,Full Capacity,,
653FB,PIUTE,,LOS ANGELES,CA,Lancaster-Little Rock-Piute 66kV,SCE,Photovoltaic,20.0,,,2010-10-13 07:00:00,WITHDRAWN,2013-12-31 08:00:00,2012-01-24 00:27:32,,,Photovoltaic,,,Solar,,,20.0,,,2010-10-13 00:00:00,,SGIP-TC,2013-12-31 08:00:00,,Complete,,Full Capacity,,
653G,IFS,,FRESNO,CA,Mendota - San Joaquin - Helm 70 KV line,PGAE,Photovoltaic,20.0,,,2010-10-20 07:00:00,WITHDRAWN,2013-03-01 08:00:00,2012-03-06 08:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-10-20 00:00:00,,SGIP-TC,2012-12-30 08:00:00,,,,Full Capacity,,
655,RIO BRAVO SOLAR I,,KERN,CA,Westpark-Magunden 115 kV,PGAE,Photovoltaic,20.0,,,2010-11-11 08:00:00,WITHDRAWN,2013-05-02 07:00:00,2011-03-09 08:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2011-03-09 00:00:00,,SGIP-TC,2013-05-02 07:00:00,,,,Energy Only,,
656,ELK HILLS,,KERN,CA,Taft-Elk Hills 70 kV,PGAE,Photovoltaic,10.0,,,2010-11-11 08:00:00,WITHDRAWN,2013-12-31 08:00:00,2011-06-29 07:00:00,,,Photovoltaic,,,Solar,,,10.0,,,2010-11-11 00:00:00,,SGIP-TC,2013-12-31 08:00:00,,,,Full Capacity,,
657,MERIDIAN & MUNJAR SOLAR PROJECT,,BUTTE,CA,Glenn #3 60 kV,PGAE,Photovoltaic,20.0,,,2010-11-12 08:00:00,WITHDRAWN,2012-03-01 08:00:00,2011-01-28 08:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2011-03-08 00:00:00,,SGIP-TC,2012-03-01 08:00:00,,,,Energy Only,,
657A,SIERRA VIEW SOLAR IV,,LOS ANGELES,CA,Antelope-Neenach 66kV,SCE,Photovoltaic,20.0,,,2010-11-15 08:00:00,WITHDRAWN,2013-12-20 08:00:00,2012-03-02 08:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-11-15 00:00:00,,SGIP-TC,2013-12-01 08:00:00,,,,Full Capacity,,
657B,SIERRA VIEW SOLAR V,,KERN,CA,Goldtown-Corum 66 kV,SCE,Photovoltaic,20.0,,,2010-11-19 08:00:00,WITHDRAWN,2013-12-20 08:00:00,2012-03-02 08:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-11-19 00:00:00,,SGIP-TC,2013-12-01 08:00:00,,,,Full Capacity,,
663,DESERT VISTA GREENWORKS B,,LOS ANGELES,CA,Lancaster-Redman-Purify 66KV,SCE,Photovoltaic,20.0,,,2010-12-15 08:00:00,WITHDRAWN,2013-12-31 08:00:00,2012-05-03 22:52:54,,,Photovoltaic,,,Solar,,,20.0,,,2010-12-15 00:00:00,,SGIP-TC,2013-07-01 07:00:00,Complete,,,Energy Only,,
664,DESERT SUN RANCH,,LOS ANGELES,CA,Piute Sub 66 kV Bus,SCE,Photovoltaic,20.0,,,2010-12-15 08:00:00,WITHDRAWN,2013-12-31 08:00:00,2012-03-03 00:05:59,,,Photovoltaic,,,Solar,,,20.0,,,2010-12-15 00:00:00,,SGIP-TC,2012-12-31 08:00:00,,,,Full Capacity,,
665,GALE AVENUE SOLAR,,FRESNO,CA,Coalinga #1-Tornado 70kV line; pole number 4/3,PGAE,Photovoltaic,5.0,,,2011-03-31 07:00:00,WITHDRAWN,2012-01-12 08:00:00,2012-09-19 07:00:00,,,Photovoltaic,,,Solar,,,5.0,,,2011-02-25 00:00:00,,FT,2012-01-12 08:00:00,,,,Energy Only,,
666,COLUMBIA SOLAR ENERGY ,,CONTRA COSTA,CA,Pittsburg - Kirker - Columbia Steel 115 KV line,PGAE,Photovoltaic,5.0,,,2011-03-31 07:00:00,WITHDRAWN,2012-12-31 08:00:00,2012-10-03 07:00:00,,,Photovoltaic,,,Solar,,,5.0,,,2011-02-28 00:00:00,,FT,2012-12-31 08:00:00,,,,Energy Only,,
667,ACORN GREENWORKS,,IMPERIAL,CA,Imperial Valley Substation 230kV,SDGE,Photovoltaic,150.0,,,2011-03-31 07:00:00,WITHDRAWN,2021-12-31 08:00:00,2018-06-19 07:00:00,,,Photovoltaic,,,Solar,,,150.0,,,2011-03-31 00:00:00,Executed,C04,2014-12-31 08:00:00,Complete,Complete,,Full Capacity,,
668,ADAME 1,,FRESNO,CA,Mendota 115 kV,PGAE,Photovoltaic,118.0,,,2011-03-31 07:00:00,WITHDRAWN,2014-09-01 07:00:00,2012-04-17 07:00:00,,,Photovoltaic,,,Solar,,,118.0,,,2011-03-31 00:00:00,,C04,2014-09-01 07:00:00,Complete,,,Full Capacity,,
669,ALTA 15,,KERN,CA,Highwind Substation 230kV Bus,SCE,Wind Turbine,502.0,,,2011-03-31 07:00:00,WITHDRAWN,2014-11-15 08:00:00,2012-03-07 00:36:14,,,Wind Turbine,,,Wind Turbine,,,502.0,,,2011-03-31 00:00:00,,C04,2014-11-15 08:00:00,,,,Full Capacity,,
672,APOLLO SOLAR,,KERN,CA,Whirlwind Substation 66kV,SCE,Photovoltaic,51.2,,,2011-03-31 07:00:00,WITHDRAWN,2013-03-31 07:00:00,2011-07-06 07:00:00,,,Photovoltaic,,,Solar,,,51.2,,,2011-03-31 00:00:00,,C04,2013-03-31 07:00:00,,,,Full Capacity,,
673,ARLINGTON VALLEY SOLAR ENERGY II,,MARICOPA,AZ,Hassayampa - N. Gila 500 kV line,SDGE,Photovoltaic,250.0,,,2011-03-31 07:00:00,WITHDRAWN,2015-05-01 07:00:00,2012-03-30 15:50:46,,,Photovoltaic,,,Solar,,,250.0,,,2011-03-30 00:00:00,,C04,2015-05-01 07:00:00,Complete,,,Energy Only,,
674,AS LH PV 20MW,,KERN,CA,Arco - Polonios Pass 70kV,PGAE,Photovoltaic,20.0,,,2011-03-31 07:00:00,WITHDRAWN,2013-11-01 07:00:00,2012-02-21 08:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2011-03-31 00:00:00,,C04,2013-11-01 07:00:00,,,,Full Capacity,,
675,BELLOTA SOLAR FARM,,SAN JOAQUIN,CA,Bellota - Tesla 230 kV Tap,PGAE,Photovoltaic,100.0,,,2011-03-31 07:00:00,WITHDRAWN,2014-06-01 07:00:00,2012-02-23 08:00:00,,,Photovoltaic,,,Solar,,,100.0,,,2011-03-31 00:00:00,,C04,2014-06-01 07:00:00,,,,Full Capacity,,
676,BIG HORN 30MW PV PROJECT,,SAN DIEGO,CA,Borrego Substation 69kV Bus,SDGE,Photovoltaic,30.0,,,2011-03-31 07:00:00,WITHDRAWN,2014-12-31 08:00:00,2012-02-01 14:45:15,,,Photovoltaic,,,Solar,,,30.0,,,2011-03-31 00:00:00,,C04,2014-12-31 08:00:00,,,,Full Capacity,,
677,"BLACK ROCK 1,2,3,4, & 5,6",,IMPERIAL,CA,Imperial Valley Sub,SDGE,Steam Turbine,470.0,,,2011-03-31 07:00:00,WITHDRAWN,2015-06-16 07:00:00,2012-03-20 07:00:00,,,Steam Turbine,,,Geothermal,,,470.0,,,2010-12-15 00:00:00,,C04,2015-06-16 07:00:00,,,,Full Capacity,,
680,KERN SOLAR RANCH (FKA CALIFORNIA SOLAR RANCH),,KERN,CA,Diablo Canyon - Midway #3 500 KV Line,PGAE,Photovoltaic,1000.0,,,2011-03-31 07:00:00,WITHDRAWN,2018-03-31 07:00:00,2013-05-15 07:00:00,,,Photovoltaic,,,Solar,,,1000.0,,,2011-03-31 00:00:00,,C04,2018-03-31 07:00:00,Complete,,,Full Capacity,,
681,CALAVERAS WIND PROJECT (100/383MW),,KERN,CA,SCE Highwind Substation 230kV,SCE,Photovoltaic + Wind Turbine,483.0,,,2011-03-31 07:00:00,WITHDRAWN,2015-05-01 07:00:00,2012-02-23 08:00:00,,,Photovoltaic,Wind Turbine,,Solar,Wind Turbine,,100.0,383.0,,2011-03-31 00:00:00,,C04,2015-05-01 07:00:00,,,,Full Capacity,,
682,CALRENEW-1 EXPANSION,,FRESNO,CA,Mendota Biomass Tap line 70 KV,PGAE,Photovoltaic,1.25,,,2011-03-31 07:00:00,WITHDRAWN,2013-01-01 08:00:00,2012-04-02 07:00:00,,,Photovoltaic,,,Solar,,,1.25,,,2011-03-31 00:00:00,,C04,2013-02-01 08:00:00,,,,Full Capacity,,
683,CAMDEN 1,,FRESNO,CA,Camden Substation 70kV Bus,PGAE,Photovoltaic,14.0,,,2011-03-31 07:00:00,WITHDRAWN,2014-07-10 07:00:00,2012-04-17 07:00:00,,,Photovoltaic,,,Solar,,,14.0,,,2011-03-31 00:00:00,,C04,2014-07-10 07:00:00,,,,Full Capacity,,
684,CAMDEN 2,,FRESNO,CA,Caruthers - Kingsburg 70kV ,PGAE,Photovoltaic,7.0,,,2011-03-31 07:00:00,WITHDRAWN,2014-07-10 07:00:00,2012-04-17 07:00:00,,,Photovoltaic,,,Solar,,,7.0,,,2011-03-31 00:00:00,,C04,2014-07-10 07:00:00,Complete,,,Full Capacity,,
685,CENTINELA SOLAR ENERGY  EXPANSION II - 45 MW EXPANSION,,IMPERIAL,CA,Imperial Valley 230 kV bus,SDGE,Photovoltaic,45.0,,,2011-03-31 07:00:00,WITHDRAWN,2014-09-01 07:00:00,2012-04-10 07:00:00,,,Photovoltaic,,,Solar,,,45.0,,,2011-03-31 00:00:00,,C04,2014-09-01 07:00:00,Complete,,,Energy Only,,
686,COLORADO RIVER 48 MW,,RIVERSIDE,CA,Colorado River Substation 230kV,SCE,Photovoltaic,48.0,,,2011-03-31 07:00:00,WITHDRAWN,2014-09-01 07:00:00,2012-04-26 15:58:59,,,Photovoltaic,,,Solar,,,48.0,,,2011-03-31 00:00:00,,C04,2014-09-01 07:00:00,,,,Full Capacity,,
688,COSTA,,KINGS,CA,Henrietta - Lemoore 70 kV,PGAE,Photovoltaic,19.2,,,2011-03-31 07:00:00,WITHDRAWN,2014-09-01 07:00:00,2013-05-02 07:00:00,,,Photovoltaic,,,Solar,,,19.2,,,2011-03-31 00:00:00,,C04,2013-08-30 07:00:00,Complete,Complete,,Full Capacity,,
689,COWBOY MESA WIND,,LINCOLN,NM,Four Corners Sub 345kV Bus,SCE,Wind Turbine,1700.0,,,2011-03-31 07:00:00,WITHDRAWN,2016-05-01 07:00:00,2011-08-10 07:00:00,,,Wind Turbine,,,Wind Turbine,,,1700.0,,,2011-03-31 00:00:00,,C04,2016-05-01 07:00:00,,,,Full Capacity,,
690,CPV NORTH CITY,,SAN DIEGO,CA,Approx 4 mi south of the Penasquitos sub along the East side of the Penasquitos-Old Town 230kV line,SDGE,Combustion Turbine,300.0,,,2011-03-31 07:00:00,WITHDRAWN,2015-06-30 07:00:00,2011-06-14 16:04:06,,,Combustion Turbine,,,Natural Gas,,,300.0,,,2011-05-23 00:00:00,,C04,2015-06-30 07:00:00,,,,Full Capacity,,
691,CREED ENERGY CENTER,,SOLANO,CA,Lambie Switching Station 230 KV,PGAE,Photovoltaic,3.0,,,2011-03-31 07:00:00,WITHDRAWN,2013-10-30 07:00:00,2011-12-29 00:03:16,,,Photovoltaic,,,Solar,,,3.0,,,2011-03-31 00:00:00,,C04,2013-11-30 08:00:00,,,,Full Capacity,,
692,DEADHORSE WELLS GEOTHERMAL PROJECT,,MINERAL,NV,Control Substation 115kV Bus,SCE,Steam Turbine,27.0,,,2011-03-31 07:00:00,WITHDRAWN,2013-12-31 08:00:00,2012-03-28 07:00:00,,,Steam Turbine,,,Geothermal,,,27.0,,,2011-04-15 00:00:00,,C04,2013-12-31 08:00:00,Complete,,,Full Capacity,,
693,DEL SUR SOLAR,,LOS ANGELES,CA,Del Sur Substation 66kV Bus,SCE,Photovoltaic,38.0,,,2011-03-31 07:00:00,WITHDRAWN,2013-03-01 08:00:00,2012-04-13 22:29:28,,,Photovoltaic,,,Solar,,,38.0,,,2011-03-31 00:00:00,,C04,2012-06-01 07:00:00,Complete,,,Full Capacity,,
694,DESERT BELL SOLAR,,RIVERSIDE,CA,"Keim Substation, 500kV, 7.1 miles northeast of Colorado River Station",SCE,Photovoltaic,200.0,,,2011-03-31 07:00:00,WITHDRAWN,,2011-07-15 21:03:58,,,Photovoltaic,,,Solar,,,200.0,,,2011-03-31 00:00:00,,C04,2014-01-01 08:00:00,,,,Full Capacity,,
695,DIXIE-COMSTOCK GEOTHERMAL PROJECT,,CHURCHILL,NV,Control Sub 115kV Bus,SCE,Steam Turbine,38.0,,,2011-03-31 07:00:00,WITHDRAWN,2014-12-31 08:00:00,2013-05-03 07:00:00,,,Steam Turbine,,,Geothermal,,,38.0,,,2011-03-31 00:00:00,,C04,2014-12-31 08:00:00,Complete,Complete,,Full Capacity,,
696,DUNNIGAN,,YOLO,CA,"Cortina - Vaca 230; Delevan - Vaca #1 230 KV, and Delevan - Vaca #2 230 KV",PGAE,Wind Turbine,301.35,,,2011-03-31 07:00:00,WITHDRAWN,2014-11-01 07:00:00,2012-04-17 07:00:00,,,Wind Turbine,,,Wind Turbine,,,301.35,,,2011-03-31 00:00:00,,C04,2014-01-11 08:00:00,Complete,,,Full Capacity,,
697,EAGLE MOUNTAIN PUMP STORAGE #3,,RIVERSIDE,CA,Red Bluff Substation 230kV,SCE,Hydro,1400.0,,,2011-03-31 07:00:00,WITHDRAWN,2017-07-01 07:00:00,2012-01-13 01:01:46,,,Hydro,,,Water,,,1400.0,,,2011-03-31 00:00:00,,C04,2017-07-01 07:00:00,,,,Full Capacity,,
